File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001VIX	bed narrowPeak	peaks	ENCSR000DNR	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFYB-human	DNA		see document	see document		False	2011-10-29	ENCODE												271929	Kevin Struhl, HMS	12edffc71fcd35fbb367b9b3675ee4ca		https://www.encodeproject.org/files/ENCFF001VIX/@@download/ENCFF001VIX.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CSV	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DNR	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFYB-human	DNA		see document	see document		False	2011-10-29	ENCODE												176124	ENCODE Consortium Analysis Working Group	25d644731439a2bfeab2c0fd6d75a7ff		https://www.encodeproject.org/files/ENCFF002CSV/@@download/ENCFF002CSV.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF001VJN	bed narrowPeak	peaks	ENCSR000DNY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GTF3C2-human	DNA		see document	see document		False	2011-10-29	ENCODE												85837	Kevin Struhl, HMS	2672f2f2644009f212527008fb24685c		https://www.encodeproject.org/files/ENCFF001VJN/@@download/ENCFF001VJN.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CTL	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DNY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GTF3C2-human	DNA		see document	see document		False	2011-10-29	ENCODE												71082	ENCODE Consortium Analysis Working Group	8f967bb3703e5256f6d32991a7f16ad4		https://www.encodeproject.org/files/ENCFF002CTL/@@download/ENCFF002CTL.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF001VJG	bed narrowPeak	peaks	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE												5626	Michael Snyder, Stanford	eb5b23152e93e7797c3bdfc40a77f600		https://www.encodeproject.org/files/ENCFF001VJG/@@download/ENCFF001VJG.bed.gz	hg19			archived	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample, missing derived_from		
ENCFF002CTF	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE												93635	ENCODE Consortium Analysis Working Group	e749fee4dcd60de57f9a63605a6d5cc3		https://www.encodeproject.org/files/ENCFF002CTF/@@download/ENCFF002CTF.bed.gz	hg19			archived	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample, missing derived_from		
ENCFF513SAI	bed narrowPeak	peaks and background as input for IDR	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF712CHE, ENCFF814FCQ	3459697	ENCODE Processing Pipeline	aa7a3604bb5a36eecdb1213b9b6b8acf		https://www.encodeproject.org/files/ENCFF513SAI/@@download/ENCFF513SAI.bed.gz	hg19			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF010UIT	bed narrowPeak	peaks and background as input for IDR	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF712CHE, ENCFF765DQW, ENCFF814FCQ	3928307	ENCODE Processing Pipeline	44668013b9c4a3905a075c39ec48c6cc		https://www.encodeproject.org/files/ENCFF010UIT/@@download/ENCFF010UIT.bed.gz	hg19			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF612ASR	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF010UIT, ENCFF045IZP, ENCFF513SAI	1592	ENCODE Processing Pipeline	3ef5cf31627cfec40dcf07a18cd7122d		https://www.encodeproject.org/files/ENCFF612ASR/@@download/ENCFF612ASR.bed.gz	hg19			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF885FLY	bed narrowPeak	conservative idr thresholded peaks	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF010UIT, ENCFF045IZP, ENCFF513SAI	1094	ENCODE Processing Pipeline	13274efc525ad2e5e3040db0514638a1		https://www.encodeproject.org/files/ENCFF885FLY/@@download/ENCFF885FLY.bed.gz	hg19			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF045IZP	bed narrowPeak	peaks and background as input for IDR	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF765DQW, ENCFF814FCQ	3666746	ENCODE Processing Pipeline	a3e4c5b011aa63df33f006abc1ce2653		https://www.encodeproject.org/files/ENCFF045IZP/@@download/ENCFF045IZP.bed.gz	hg19			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF732ODU	bed narrowPeak	peaks and background as input for IDR	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF390CZH, ENCFF558RNX	3457479	ENCODE Processing Pipeline	7c1cd451255792cbf61694577c62fe02		https://www.encodeproject.org/files/ENCFF732ODU/@@download/ENCFF732ODU.bed.gz	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF662GLP	bed narrowPeak	peaks and background as input for IDR	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF390CZH, ENCFF558RNX, ENCFF695PBX	3921635	ENCODE Processing Pipeline	1ca0a1538249e913dc7814962d63be02		https://www.encodeproject.org/files/ENCFF662GLP/@@download/ENCFF662GLP.bed.gz	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF044DFE	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF419RSJ, ENCFF662GLP, ENCFF679MJG, ENCFF732ODU	1575	ENCODE Processing Pipeline	4dded9562fd479cf09eaea476f558abc		https://www.encodeproject.org/files/ENCFF044DFE/@@download/ENCFF044DFE.bed.gz	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF679MJG	bed narrowPeak	peaks and background as input for IDR	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF390CZH, ENCFF695PBX	3662998	ENCODE Processing Pipeline	d966fd0c198bd72197a47b9a05aece35		https://www.encodeproject.org/files/ENCFF679MJG/@@download/ENCFF679MJG.bed.gz	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF540RUA	bed narrowPeak	conservative idr thresholded peaks	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF419RSJ, ENCFF662GLP, ENCFF679MJG, ENCFF732ODU	1036	ENCODE Processing Pipeline	012d38f88268db5a80904c966a384314		https://www.encodeproject.org/files/ENCFF540RUA/@@download/ENCFF540RUA.bed.gz	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF001VIK	bed narrowPeak	peaks	ENCSR000ECR	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				KAT2A-human	DNA		see document	see document		False	2011-10-29	ENCODE												28682	Michael Snyder, Stanford	56021c52b1b9d18e366dc3ee566af0d6		https://www.encodeproject.org/files/ENCFF001VIK/@@download/ENCFF001VIK.bed.gz	hg19			released	low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
ENCFF817LEL	bed narrowPeak	peaks and background as input for IDR	ENCSR219MKK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				DEK-human	DNA					False	2016-04-21	ENCODE				1							ENCFF316UXC, ENCFF865GUF	5115154	ENCODE Processing Pipeline	1e1318c342dc0df66ef9a4674cd2663e		https://www.encodeproject.org/files/ENCFF817LEL/@@download/ENCFF817LEL.bed.gz	hg19			released	low read length, low read depth			
ENCFF304NNT	bed narrowPeak	peaks and background as input for IDR	ENCSR219MKK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				DEK-human	DNA					False	2016-04-21	ENCODE				1, 2							ENCFF312DGQ, ENCFF316UXC, ENCFF865GUF, ENCFF939XHK	6754958	ENCODE Processing Pipeline	3b3e58fde5d909de9b9ca957085e568d		https://www.encodeproject.org/files/ENCFF304NNT/@@download/ENCFF304NNT.bed.gz	hg19			released	low read length, low read depth			
ENCFF695MQI	bed narrowPeak	peaks and background as input for IDR	ENCSR219MKK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				DEK-human	DNA					False	2016-04-21	ENCODE				2							ENCFF312DGQ, ENCFF939XHK	5840456	ENCODE Processing Pipeline	de7e9a7c6a190f044cb2c29fa47d7dc4		https://www.encodeproject.org/files/ENCFF695MQI/@@download/ENCFF695MQI.bed.gz	hg19			released	low read length, low read depth			
ENCFF060SNH	bed narrowPeak	peaks and background as input for IDR	ENCSR219MKK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				DEK-human	DNA					False	2016-04-21	ENCODE				1							ENCFF459QXO, ENCFF775QWE	5010704	ENCODE Processing Pipeline	e84051f09ad2d113986d4a726205d4f6		https://www.encodeproject.org/files/ENCFF060SNH/@@download/ENCFF060SNH.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF326XPC	bed narrowPeak	peaks and background as input for IDR	ENCSR219MKK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				DEK-human	DNA					False	2016-04-21	ENCODE				2							ENCFF714ZPY, ENCFF855UFW	5556248	ENCODE Processing Pipeline	b3c60e883552c7e9efb08224bac118d9		https://www.encodeproject.org/files/ENCFF326XPC/@@download/ENCFF326XPC.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF364KRR	bed narrowPeak	peaks and background as input for IDR	ENCSR219MKK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				DEK-human	DNA					False	2016-04-21	ENCODE				1, 2							ENCFF459QXO, ENCFF714ZPY, ENCFF775QWE, ENCFF855UFW	6645403	ENCODE Processing Pipeline	6771bb06a3fb82d5a3f59df5385ab8be		https://www.encodeproject.org/files/ENCFF364KRR/@@download/ENCFF364KRR.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF271QKH	bed narrowPeak	conservative idr thresholded peaks	ENCSR219MKK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				DEK-human	DNA					False	2016-04-21	ENCODE				1, 2							ENCFF060SNH, ENCFF326XPC, ENCFF364KRR, ENCFF419RSJ	135803	ENCODE Processing Pipeline	f15b92f18cedd5f682f6052517050dee		https://www.encodeproject.org/files/ENCFF271QKH/@@download/ENCFF271QKH.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF049NRL	bed narrowPeak	optimal idr thresholded peaks	ENCSR219MKK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				DEK-human	DNA					False	2016-04-21	ENCODE				1, 2							ENCFF060SNH, ENCFF326XPC, ENCFF364KRR, ENCFF419RSJ	166553	ENCODE Processing Pipeline	380dd6cda04e28871bb2b372685771ae		https://www.encodeproject.org/files/ENCFF049NRL/@@download/ENCFF049NRL.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF468XWV	bed narrowPeak	optimal idr thresholded peaks	ENCSR219MKK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				DEK-human	DNA					False	2016-04-21	ENCODE				1, 2							ENCFF001TDO, ENCFF304NNT, ENCFF695MQI, ENCFF817LEL	149183	ENCODE Processing Pipeline	7c98bb198aa82c6c11d730914dbc2c6b		https://www.encodeproject.org/files/ENCFF468XWV/@@download/ENCFF468XWV.bed.gz	hg19			released	low read length, low read depth			
ENCFF777MMO	bed narrowPeak	conservative idr thresholded peaks	ENCSR219MKK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				DEK-human	DNA					False	2016-04-21	ENCODE				1, 2							ENCFF001TDO, ENCFF304NNT, ENCFF695MQI, ENCFF817LEL	114262	ENCODE Processing Pipeline	9ec2a80a86a9e7f0c8ca02e2a776c35d		https://www.encodeproject.org/files/ENCFF777MMO/@@download/ENCFF777MMO.bed.gz	hg19			released	low read length, low read depth			
ENCFF001SWD	bed broadPeak	peaks	ENCSR000AOI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE												3189590	Bradley Bernstein, Broad	f2995ece69440f895d2c668eaa9178f0		https://www.encodeproject.org/files/ENCFF001SWD/@@download/ENCFF001SWD.bed.gz	hg19			archived	mild to moderate bottlenecking, low read length, moderate library complexity	missing derived_from	insufficient read depth	
ENCFF176OCS	bed narrowPeak	peaks	ENCSR000AOI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF385UZW, ENCFF451SVK, ENCFF617XPD	2630437	ENCODE Processing Pipeline	e313070389ed2830f5a57666eee8cdd0		https://www.encodeproject.org/files/ENCFF176OCS/@@download/ENCFF176OCS.bed.gz	hg19			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth	
ENCFF224VQB	bed narrowPeak	peaks	ENCSR000AOI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF385UZW, ENCFF451SVK, ENCFF617XPD, ENCFF898DSF	1927935	ENCODE Processing Pipeline	a83abfa580aecee87c223c3200476c6c		https://www.encodeproject.org/files/ENCFF224VQB/@@download/ENCFF224VQB.bed.gz	hg19			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth	
ENCFF758RCJ	bed narrowPeak	peaks	ENCSR000AOI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF385UZW, ENCFF451SVK, ENCFF898DSF	2185506	ENCODE Processing Pipeline	f232e3cc634be0fd2b52b8b6f220b16e		https://www.encodeproject.org/files/ENCFF758RCJ/@@download/ENCFF758RCJ.bed.gz	hg19			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth	
ENCFF441TQA	bed narrowPeak	peaks	ENCSR000AOI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF432JPE, ENCFF818YAG, ENCFF943SZD	2187452	ENCODE Processing Pipeline	914603697ac640f7a9b7470929e6a311		https://www.encodeproject.org/files/ENCFF441TQA/@@download/ENCFF441TQA.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth	
ENCFF345OLF	bed narrowPeak	peaks	ENCSR000AOI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF432JPE, ENCFF818YAG, ENCFF919JPY	2635309	ENCODE Processing Pipeline	eae0ff759d6344c42f69194ef50bd0cd		https://www.encodeproject.org/files/ENCFF345OLF/@@download/ENCFF345OLF.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth	
ENCFF274CAE	bed narrowPeak	peaks	ENCSR000AOI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF432JPE, ENCFF818YAG, ENCFF919JPY, ENCFF943SZD	1929655	ENCODE Processing Pipeline	a667ec9190fe6f9ea52a46d48db2b9dd		https://www.encodeproject.org/files/ENCFF274CAE/@@download/ENCFF274CAE.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth	
ENCFF069BQG	bed narrowPeak	replicated peaks	ENCSR000AOI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF176OCS, ENCFF224VQB, ENCFF758RCJ	556416	ENCODE Processing Pipeline	38deb131eb021666615f0c174a34377e		https://www.encodeproject.org/files/ENCFF069BQG/@@download/ENCFF069BQG.bed.gz	hg19			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth	
ENCFF232EZY	bed narrowPeak	replicated peaks	ENCSR000AOI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF274CAE, ENCFF345OLF, ENCFF441TQA	570502	ENCODE Processing Pipeline	efa3b6343e5b3eb341f20baf0bf38b44		https://www.encodeproject.org/files/ENCFF232EZY/@@download/ENCFF232EZY.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth	
